date,SPY,IVV,VTI,VOO,QQQ,VEA,EFA,IEFA,VWO,AGG,IJH,IEMG,IWM,IJR,VTV,IWF,IWD,VUG,BND,LQD,XLF,VNQ,VIG,EEM,GLD,VB,BSV,VO,TIP,VEU,IVW,DIA,XLK,VYM,VGT,VCSH,MDY,IWB,VCIT,XLV,IWR,XLE,DVY,USMV,EWJ,VGK,PFF,SCHF,SDY,RSP,XLY,ITOT,IVE,SCHX,HYG,SHV,VBR,EMB,SHY,VV,SCHB,XLI,BIV,VT,MBB,BNDX,IWS,VXUS,FLOT,IWO,IXUS,MINT,SCZ,PYZ,MXI,IYM,IXP,RXI,VCR,RHS,VDC,PXI,PXE,IEO,RYF,IYG,KIE,FBT,PTH,IHI,ITA,VIS,ICF,REZ,RWR,PSJ,IGV,RYU,IDU,VPU
2019-01-10,258.88,260.51,132.81,238.0,161.28,38.9,61.45,57.55,40.03,106.4,175.92,49.27,143.64,73.84,100.8,136.23,114.87,140.16,79.17,113.54,24.44,77.53,100.39,40.93,121.59,140.81,78.55,145.11,109.98,47.7,155.95,240.0,63.66,80.32,171.95,78.0,320.62,143.9,83.11,87.52,48.88,62.38,92.45,53.33,53.46,50.74,35.22,29.67,92.14,95.89,104.48,59.04,104.79,61.89,84.16,110.39,121.46,105.51,83.56,119.03,62.37,67.94,81.38,68.34,104.56,54.15,80.29,49.43,50.45,180.61,54.99,101.03,54.72,56.37,59.91,87.59,53.26,106.27,159.92,119.66,133.31,31.71,19.54,57.93,37.79,117.21,29.22,140.31,75.21,204.26,181.45,127.38,98.57,63.69,89.24,78.55,183.35,89.69,135.52,119.13
2019-01-11,258.98,260.37,132.84,237.89,160.69,38.66,61.03,57.17,39.78,106.55,176.06,49.03,143.68,73.99,101.0,135.91,115.09,139.81,79.33,113.75,24.5,77.75,100.26,40.73,121.8,141.01,78.62,145.17,110.27,47.47,155.84,239.88,63.54,80.42,171.85,78.13,320.76,143.87,83.35,87.81,48.93,62.01,92.39,53.34,52.84,50.53,35.36,29.51,92.04,95.96,104.58,59.06,104.84,61.88,83.89,110.42,121.72,105.52,83.61,118.99,62.37,67.87,81.59,68.08,104.79,54.21,80.37,49.11,50.48,180.61,54.74,101.06,54.37,56.22,59.6,87.15,53.11,106.08,159.91,119.85,133.76,31.43,19.47,57.38,37.82,117.37,29.16,140.2,74.98,203.31,181.8,127.21,98.78,63.94,89.39,78.38,182.75,89.36,134.99,118.54
2019-01-14,257.4,259.11,132.0,236.58,159.27,38.46,60.75,56.91,39.5,106.4,175.01,48.65,142.25,73.36,100.55,134.85,114.6,138.78,79.26,113.45,24.67,77.49,99.78,40.39,122.09,140.0,78.64,144.2,110.07,47.16,154.74,238.94,62.95,79.98,170.15,78.12,318.98,143.03,83.29,86.84,48.58,61.86,91.58,52.95,52.65,50.28,35.34,29.35,91.6,95.44,103.94,58.7,104.45,61.54,83.62,110.43,121.05,105.4,83.61,118.3,61.99,67.86,81.56,67.71,104.83,54.21,79.87,48.9,50.5,178.5,54.45,101.08,53.94,55.73,59.31,86.38,52.75,105.7,158.78,119.21,133.11,31.45,19.41,57.46,38.1,118.09,29.25,138.05,73.78,200.84,181.72,126.97,98.5,63.86,89.0,77.61,180.8,86.73,132.11,116.03
2019-01-15,260.35,261.91,133.44,239.35,162.38,38.7,61.07,57.18,39.76,106.42,176.08,49.01,143.45,73.86,101.46,136.95,115.46,140.78,79.27,113.52,24.89,78.23,100.46,40.67,121.88,141.16,78.69,145.64,109.97,47.45,157.08,240.64,63.9,80.45,172.66,78.2,320.95,144.58,83.35,88.4,48.99,62.08,92.15,53.48,53.29,50.34,35.36,29.54,92.13,96.17,104.88,59.33,105.15,62.2,83.9,110.44,121.64,105.76,83.64,119.65,62.67,67.65,81.53,68.32,104.86,54.3,80.39,49.21,50.56,180.6,54.77,101.09,54.21,55.1,59.32,85.81,53.35,106.72,160.3,120.37,134.35,31.48,19.55,57.74,38.42,119.06,29.47,141.37,75.95,205.66,182.1,126.69,99.64,64.51,89.93,79.17,184.1,87.63,133.78,117.56
2019-01-16,260.98,262.6,133.82,239.88,162.35,38.82,61.24,57.3,40.15,106.51,177.32,49.55,144.52,74.43,101.8,137.05,115.9,140.9,79.3,113.74,25.42,78.78,100.51,41.17,122.27,142.07,78.63,146.13,109.96,47.69,156.85,241.86,63.96,80.39,172.84,78.26,323.16,144.99,83.5,88.24,49.22,62.0,92.15,53.47,53.55,50.43,35.33,29.62,92.49,96.41,104.64,59.53,105.81,62.37,84.03,110.42,122.66,105.85,83.62,119.91,62.85,67.72,81.5,68.55,104.81,54.37,80.87,49.41,50.58,181.29,55.03,101.12,54.43,55.73,59.42,86.51,53.31,106.32,160.21,119.83,133.81,31.66,19.54,57.71,39.24,121.85,29.75,141.18,76.31,205.82,181.73,126.99,100.22,65.18,90.59,79.32,183.97,88.1,134.29,118.0
2019-01-17,262.96,264.53,134.9,241.67,163.63,38.95,61.46,57.53,40.34,106.43,179.16,49.71,145.83,75.15,102.54,138.18,116.8,142.07,79.21,113.97,25.56,79.16,101.47,41.35,122.11,143.38,78.59,147.5,109.87,47.84,158.2,243.8,64.37,81.02,174.16,78.26,326.4,146.15,83.51,89.02,49.67,62.57,92.91,53.83,53.44,50.64,35.43,29.75,93.21,97.31,105.35,59.97,106.57,62.88,84.26,110.45,123.81,106.21,83.61,120.86,63.35,68.88,81.49,68.94,104.78,54.39,81.59,49.63,50.59,183.29,55.23,101.13,54.74,56.53,60.06,87.93,53.5,107.1,161.41,120.59,134.54,32.05,19.67,58.41,39.45,122.52,29.94,142.65,76.84,208.39,184.52,128.99,100.53,65.47,91.03,80.19,185.33,88.43,134.85,118.71
2019-01-18,266.46,268.07,136.65,244.92,165.25,39.37,62.08,58.11,40.55,106.35,181.45,50.02,147.33,75.91,103.96,140.06,118.35,143.84,79.15,114.17,26.0,79.43,103.1,41.55,121.02,145.2,78.59,149.75,109.74,48.32,159.95,247.05,65.35,82.15,176.75,78.31,330.79,148.03,83.59,90.08,50.43,63.84,93.87,54.43,54.15,51.24,35.5,30.04,94.6,98.79,106.81,60.76,108.16,63.69,84.5,110.48,125.24,106.72,83.54,122.44,64.16,70.19,81.42,69.69,104.63,54.37,82.6,50.03,50.65,185.53,55.74,101.19,55.31,57.49,60.93,89.45,53.94,108.09,163.27,122.07,136.1,32.54,19.99,59.28,40.09,124.41,30.3,144.28,77.86,211.13,187.36,131.44,100.88,65.67,91.4,81.65,188.57,88.39,135.11,118.83
2019-01-22,262.86,264.5,134.78,241.66,161.94,38.76,61.12,57.27,39.87,106.44,178.78,49.14,145.0,74.65,102.84,137.75,116.97,141.55,79.29,114.36,25.7,79.19,101.9,40.83,121.45,142.98,78.65,147.69,109.81,47.54,157.87,244.0,64.25,81.24,173.84,78.39,325.68,146.03,83.7,89.46,49.73,62.45,92.97,54.05,53.18,50.57,35.43,29.59,93.64,97.47,105.21,59.95,106.71,62.83,83.94,110.47,123.44,106.75,83.61,120.83,63.3,68.74,81.58,68.7,104.67,54.47,81.53,49.27,50.67,181.89,54.87,101.21,54.62,56.57,59.8,87.99,52.89,106.54,160.46,120.8,134.8,31.53,19.3,57.36,39.69,123.27,29.96,140.86,76.77,209.9,182.93,128.82,100.67,65.69,91.14,80.32,185.94,88.53,135.33,118.9
2019-01-23,263.41,264.88,134.92,242.02,162.15,38.96,61.4,57.53,40.26,106.55,178.51,49.6,144.6,74.52,103.13,137.86,117.19,141.6,79.37,114.65,25.73,79.2,102.09,41.25,121.28,142.7,78.69,147.68,109.68,47.78,158.11,245.72,64.47,81.52,174.25,78.47,325.16,146.23,83.92,89.56,49.68,61.81,93.31,54.36,53.03,50.96,35.48,29.73,93.82,97.39,105.42,59.99,106.9,62.91,84.11,110.47,123.18,107.28,83.59,121.01,63.36,68.84,81.62,68.86,104.6,54.51,81.49,49.57,50.69,181.2,55.11,101.23,54.82,55.97,59.74,87.4,53.05,106.65,160.6,121.54,136.22,31.17,18.94,56.74,39.82,123.15,30.04,139.97,77.52,209.95,185.27,128.73,100.6,65.79,91.19,80.02,185.89,89.51,136.62,120.18
2019-01-24,263.55,265.14,135.2,242.26,163.2,39.01,61.47,57.62,40.6,106.73,179.7,50.03,145.47,74.94,103.04,138.3,117.31,142.06,79.54,114.95,25.79,79.47,102.39,41.65,121.09,143.73,78.77,148.53,109.85,47.93,158.14,245.47,65.01,81.42,176.04,78.56,327.3,146.51,84.12,88.81,50.02,62.14,93.26,54.23,53.34,50.89,35.67,29.8,93.54,97.84,105.86,60.12,107.1,63.0,84.2,110.51,124.03,107.8,83.66,121.17,63.5,69.19,81.86,69.07,104.76,54.65,81.93,49.75,50.73,182.51,55.37,101.29,55.04,56.21,59.67,86.88,53.07,107.31,161.39,119.43,134.51,31.31,19.04,56.78,39.99,123.42,30.06,140.82,77.68,211.24,186.94,129.48,100.74,66.01,91.32,80.54,186.25,89.97,137.32,120.84
2019-01-25,265.78,267.5,136.47,244.32,165.15,39.5,62.17,58.27,41.0,106.68,181.66,50.69,147.34,75.76,103.6,139.96,117.93,143.75,79.45,115.05,26.0,80.46,102.94,42.2,122.86,145.53,78.71,150.3,109.68,48.52,159.24,247.39,65.93,81.59,178.77,78.55,330.99,147.83,84.09,88.92,50.62,62.93,93.57,54.42,53.92,51.44,35.79,30.13,93.79,98.88,107.03,60.65,108.21,63.57,84.41,110.51,125.35,107.7,83.6,122.22,64.08,70.07,81.74,69.77,104.71,54.63,82.71,50.3,50.71,185.1,55.98,101.3,55.65,57.54,60.87,88.77,53.58,108.38,163.26,119.34,134.21,31.91,19.42,57.87,40.25,124.66,30.13,143.23,78.34,211.25,188.62,131.07,101.88,66.67,92.49,81.78,189.08,88.94,135.58,119.25
2019-01-28,263.76,265.35,135.47,242.43,163.11,39.31,61.83,58.0,40.57,106.62,181.43,50.18,146.55,75.3,102.99,138.48,117.51,142.39,79.48,115.03,25.92,81.25,102.31,41.76,123.29,145.12,78.7,149.71,109.53,48.17,157.57,245.1,65.05,81.18,176.54,78.56,330.47,146.75,84.11,87.91,50.48,62.3,93.24,54.3,53.53,51.2,35.77,30.01,93.55,98.49,106.41,60.26,107.69,63.1,84.28,110.51,125.23,107.21,83.61,121.27,63.63,69.4,81.76,69.32,104.74,54.58,82.64,50.03,50.72,183.59,55.71,101.32,55.43,57.24,60.49,88.58,53.07,107.98,162.25,120.11,134.68,31.52,19.07,57.16,40.19,124.3,30.08,140.47,77.26,208.03,188.4,129.92,103.04,67.38,93.48,81.2,187.17,88.49,134.89,118.65
2019-01-29,263.41,264.98,135.28,242.13,161.57,39.42,61.97,58.11,40.62,106.9,181.44,50.23,146.2,75.29,103.18,137.81,117.75,141.71,79.64,115.28,25.83,81.89,102.61,41.83,123.98,145.0,78.79,149.71,109.85,48.33,156.98,245.71,64.35,81.44,174.77,78.64,330.49,146.56,84.28,88.34,50.53,62.49,93.57,54.39,53.58,51.46,35.83,30.09,93.95,98.66,105.72,60.17,107.86,63.0,84.23,110.5,125.34,107.3,83.65,121.08,63.53,70.36,81.95,69.36,104.95,54.7,82.97,50.13,50.75,182.97,55.85,101.33,55.5,57.58,61.09,89.42,52.91,107.6,160.94,120.21,135.04,31.73,19.11,57.46,39.95,123.79,29.87,140.25,77.35,207.46,192.02,131.54,103.97,68.16,94.33,80.13,184.82,88.67,135.25,118.99
2019-01-30,267.58,269.23,137.32,245.96,165.68,39.86,62.65,58.69,41.34,107.14,182.52,51.33,147.8,76.07,104.16,140.89,118.8,144.88,79.72,115.81,25.98,82.55,103.66,42.74,124.69,146.47,78.9,151.66,110.45,48.94,159.96,250.18,66.35,82.05,179.79,78.81,332.57,148.84,84.67,89.55,51.1,63.37,94.17,54.97,54.18,51.93,36.1,30.42,94.31,99.71,107.8,61.05,109.14,63.99,84.9,110.53,126.3,108.06,83.76,123.05,64.49,71.46,82.22,70.34,105.21,54.73,83.75,50.73,50.78,185.45,56.51,101.38,56.04,58.63,62.14,90.68,53.37,109.37,164.1,120.9,135.8,32.34,19.59,58.53,40.0,124.18,30.12,142.19,78.61,212.69,194.69,133.45,104.85,68.46,95.14,81.91,189.0,89.44,136.22,119.75
2019-01-31,269.93,271.55,138.53,248.01,168.16,39.87,62.68,58.68,41.78,107.46,183.15,51.68,149.06,76.69,104.76,142.51,119.53,146.69,80.09,116.62,25.94,83.41,104.14,43.1,124.75,147.45,79.06,152.65,111.07,49.03,161.82,250.12,66.28,82.75,180.16,78.98,333.79,150.08,85.16,90.67,51.41,63.78,95.39,55.36,54.28,51.87,36.16,30.39,95.13,100.37,108.78,61.55,109.78,64.52,85.11,110.57,126.79,108.88,83.83,124.12,65.06,71.77,82.6,70.69,105.49,54.79,84.15,50.84,50.76,187.44,56.62,101.4,56.01,58.51,61.83,88.97,54.73,110.31,165.7,123.03,138.3,32.3,19.44,58.61,40.09,123.69,30.46,143.77,79.92,215.42,194.5,134.07,105.86,69.12,95.81,84.1,192.22,91.38,139.02,122.21
2019-02-01,270.06,271.7,138.73,248.22,167.45,39.85,62.66,58.71,41.47,106.97,183.77,51.39,149.18,76.62,105.03,142.42,119.94,146.56,79.67,115.99,26.05,82.88,103.92,42.76,124.5,148.1,78.74,153.24,110.68,48.93,161.79,250.48,66.67,83.02,181.38,78.72,334.85,150.31,84.61,90.75,51.64,64.89,95.4,55.49,54.06,51.93,35.85,30.39,95.23,100.62,107.19,61.69,109.95,64.63,84.68,110.37,127.2,108.59,83.58,124.22,65.15,71.88,82.13,70.7,104.94,54.73,84.33,50.76,50.69,187.78,56.5,101.18,55.89,59.0,62.03,89.54,54.54,108.75,163.47,122.47,137.83,32.41,19.45,58.74,40.38,124.52,30.75,144.5,79.89,214.38,194.8,134.36,105.1,68.26,95.15,84.23,193.96,90.97,138.55,121.79
2019-02-04,271.96,273.65,139.72,249.99,169.53,39.99,62.89,58.93,41.56,106.88,185.63,51.49,150.96,77.6,105.45,143.95,120.35,148.0,79.6,115.83,26.16,83.5,104.78,42.83,123.96,149.58,78.7,154.13,110.46,49.13,163.13,252.32,67.74,83.26,184.23,78.69,338.16,151.43,84.55,90.49,51.99,65.04,95.59,55.88,54.18,52.07,35.86,30.5,95.85,101.17,107.89,62.13,110.57,65.08,84.88,110.37,128.29,108.22,83.58,125.07,65.62,72.81,81.97,71.07,104.82,54.71,84.83,50.93,50.67,190.07,56.74,101.2,56.27,59.09,61.98,89.45,54.85,109.01,164.51,123.03,138.7,32.53,19.54,59.16,40.5,125.26,30.77,144.72,80.43,214.8,198.86,136.05,105.97,68.92,96.02,85.43,197.28,90.93,138.75,121.99
2019-02-05,273.1,274.82,140.3,251.1,171.03,40.31,63.38,59.41,42.03,107.11,186.32,52.14,151.12,77.66,105.58,145.01,120.53,149.12,79.77,116.3,26.09,83.98,105.13,43.42,124.28,150.09,78.75,154.72,110.61,49.56,164.07,253.96,68.31,83.46,185.75,78.76,339.53,152.07,84.74,90.36,52.19,65.14,95.8,56.04,54.4,52.53,35.86,30.73,96.19,101.56,108.9,62.41,110.88,65.38,85.18,110.36,128.73,108.94,83.58,125.63,65.89,73.44,82.12,71.56,104.95,54.78,85.01,51.38,50.71,190.47,57.25,101.24,56.37,59.27,62.39,90.03,55.37,109.88,166.04,123.2,138.71,32.51,19.37,58.83,40.52,125.17,30.82,144.96,79.97,215.66,201.0,137.11,106.59,69.22,96.54,85.89,199.12,91.06,138.94,122.15
2019-02-06,272.74,274.41,140.16,250.79,170.52,40.05,63.06,59.05,41.53,107.05,186.23,51.47,150.93,77.55,105.63,144.64,120.5,148.6,79.74,116.08,26.06,83.43,105.2,42.83,123.44,149.9,78.78,154.6,110.54,49.22,163.56,253.87,68.54,83.52,186.4,78.75,339.18,151.85,84.72,90.77,52.17,64.66,95.64,55.96,53.95,52.34,35.78,30.55,95.96,101.47,108.45,62.27,110.9,65.29,85.1,110.39,128.61,108.38,83.62,125.44,65.78,73.46,82.14,71.26,104.99,54.78,84.89,51.02,50.71,190.25,56.78,101.25,56.1,59.34,61.94,89.5,54.69,109.06,165.27,122.91,138.81,32.25,19.1,58.16,40.47,124.98,30.83,144.35,79.88,216.3,201.19,137.05,105.87,68.96,96.05,83.9,197.02,91.0,138.63,121.84
2019-02-07,270.14,271.83,138.83,248.33,168.23,39.54,62.22,58.26,41.14,107.1,185.33,50.97,149.69,76.86,104.74,143.17,119.56,147.13,79.8,116.06,25.8,84.12,104.83,42.4,123.74,148.86,78.84,153.84,110.71,48.61,161.99,251.9,67.6,82.92,183.88,78.79,337.66,150.45,84.79,89.77,51.91,63.23,95.47,55.84,53.2,51.56,35.58,30.18,95.97,100.74,107.56,61.75,109.85,64.69,84.81,110.4,127.99,108.18,83.68,124.27,65.21,72.96,82.26,70.57,105.1,54.83,84.62,50.35,50.71,188.07,56.11,101.27,55.39,58.03,61.07,87.83,54.17,107.76,163.75,122.47,138.54,31.31,18.32,56.03,40.45,124.15,30.73,140.96,79.23,214.69,200.2,136.04,106.87,69.52,97.03,83.64,195.77,92.16,140.51,123.47
2019-02-08,270.47,272.13,138.97,248.65,168.56,39.4,62.02,58.08,40.98,107.34,185.19,50.7,149.85,76.82,104.68,143.48,119.58,147.52,79.92,116.35,25.67,84.12,104.94,42.16,124.21,149.12,78.9,154.24,110.76,48.44,162.56,251.32,67.99,83.0,185.07,78.85,337.41,150.66,84.9,89.94,52.04,62.94,95.65,56.07,52.73,51.37,35.65,30.07,95.98,100.93,107.13,61.82,109.71,64.76,84.79,110.42,127.73,107.7,83.71,124.43,65.28,73.07,82.38,70.44,105.17,54.89,84.64,50.16,50.73,188.68,55.91,101.28,55.02,57.82,60.65,87.58,54.33,107.03,162.95,124.25,139.28,31.01,18.1,55.58,40.17,123.6,30.66,140.76,79.2,215.93,200.78,136.2,107.0,69.6,96.95,85.37,199.05,92.68,141.25,124.15
2019-02-11,270.62,272.28,139.26,248.78,168.4,39.32,61.96,57.97,40.74,107.23,186.38,50.53,151.1,77.45,104.73,143.52,119.78,147.63,79.89,116.09,25.75,84.35,105.25,42.02,123.6,150.01,78.85,154.7,110.53,48.31,162.7,250.94,67.96,83.07,185.17,78.81,339.5,150.8,84.78,89.83,52.19,63.24,95.64,56.08,52.78,51.28,35.66,30.02,96.39,101.21,107.32,61.91,109.72,64.78,84.83,110.42,128.46,107.45,83.68,124.52,65.37,73.46,82.29,70.44,105.12,54.85,84.93,50.06,50.73,190.35,55.73,101.32,54.91,58.43,60.61,87.92,54.16,107.2,163.48,124.64,139.68,31.29,18.37,56.16,40.31,123.78,30.75,141.71,79.73,218.09,201.6,137.04,107.27,69.7,97.23,84.97,198.98,92.61,141.06,124.02
2019-02-12,274.1,275.82,141.0,252.0,170.89,39.84,62.68,58.73,41.14,107.25,188.32,50.98,152.99,78.5,106.09,145.49,121.18,149.55,79.88,116.25,26.13,83.82,106.79,42.37,123.86,151.78,78.85,156.44,110.55,48.84,164.86,254.53,68.86,84.05,187.68,78.83,342.95,152.71,84.85,91.06,52.8,64.04,96.53,56.48,53.71,51.85,35.92,30.37,97.46,102.46,108.97,62.7,111.12,65.62,85.24,110.41,129.8,107.85,83.67,126.13,66.21,74.6,82.25,71.3,105.08,54.83,85.72,50.59,50.72,193.48,56.34,101.31,55.61,59.02,61.55,89.89,54.63,109.11,166.07,126.03,140.76,31.67,18.56,56.77,40.94,125.62,31.2,143.31,81.06,221.35,203.99,139.21,106.39,68.81,96.45,86.17,202.23,92.79,141.28,124.19
2019-02-13,274.99,276.66,141.44,252.76,171.01,39.85,62.69,58.74,40.85,107.06,189.29,50.6,153.42,78.81,106.4,145.93,121.58,150.02,79.76,115.95,26.2,84.25,107.21,42.07,123.37,152.22,78.8,157.0,110.53,48.77,165.24,255.8,68.95,84.36,187.97,78.76,344.83,153.16,84.71,91.26,52.97,64.84,96.83,56.61,53.84,51.83,35.99,30.4,97.86,102.91,109.71,62.88,111.56,65.84,85.12,110.42,130.37,107.86,83.61,126.51,66.42,75.04,82.13,71.33,104.95,54.85,86.07,50.52,50.75,193.91,56.26,101.3,55.73,59.76,61.8,90.13,54.55,109.86,166.92,126.32,141.21,32.19,18.93,57.8,41.08,126.03,31.29,144.06,81.07,220.84,204.21,140.07,107.03,69.22,97.19,86.16,202.2,92.61,141.02,123.89
2019-02-14,274.38,276.03,141.19,252.2,171.22,39.85,62.71,58.72,40.93,107.22,189.21,50.71,153.77,78.99,105.92,145.74,121.24,150.05,79.9,116.08,25.88,84.52,106.86,42.15,124.06,152.42,78.88,156.74,110.84,48.8,165.16,255.16,69.07,83.97,188.41,78.84,344.62,152.89,84.86,91.47,52.89,65.07,96.38,56.45,53.8,51.83,35.96,30.38,97.36,102.67,109.31,62.77,111.11,65.7,85.13,110.45,130.25,108.14,83.72,126.21,66.31,74.69,82.32,71.32,105.06,54.93,85.82,50.54,50.75,194.65,56.3,101.33,55.72,59.74,61.63,89.47,54.52,109.1,166.26,125.71,139.63,32.49,19.12,58.35,40.61,125.03,30.94,144.87,81.47,220.39,203.96,139.46,107.61,69.26,97.1,86.84,203.16,92.55,140.75,123.72
2019-02-15,277.37,279.16,142.74,254.98,171.94,40.39,63.62,59.57,40.86,107.3,191.47,50.64,156.22,80.17,107.46,146.84,122.91,151.16,79.93,116.22,26.43,85.09,108.43,42.09,124.8,154.31,78.88,158.42,110.84,49.3,166.66,258.65,69.62,85.12,189.85,78.85,348.89,154.52,84.9,92.85,53.44,66.12,97.04,57.03,54.49,52.63,36.15,30.81,98.5,103.82,110.06,63.48,112.56,66.4,85.4,110.47,131.77,108.23,83.68,127.6,67.04,75.69,82.32,72.1,105.08,54.9,86.71,51.05,50.76,197.82,56.87,101.33,56.42,60.25,62.53,90.71,54.81,109.78,167.31,126.93,140.88,32.97,19.55,59.51,41.48,127.49,31.42,147.15,82.34,223.89,208.2,141.4,108.14,69.64,97.66,87.49,204.17,92.82,141.27,124.26
2019-02-19,277.85,279.55,143.02,255.42,172.28,40.59,63.86,59.82,41.28,107.36,191.73,50.97,156.65,80.61,107.73,146.88,123.25,151.31,80.0,116.29,26.47,85.07,108.58,42.42,126.7,154.52,78.91,158.77,111.1,49.54,166.81,258.81,69.64,85.29,190.0,78.9,349.17,154.79,84.95,92.63,53.52,66.32,97.55,57.15,54.58,52.92,36.18,30.95,98.86,104.01,110.51,63.57,112.85,66.53,85.43,110.48,132.2,108.16,83.74,127.84,67.16,75.66,82.39,72.28,105.2,54.95,87.03,51.32,50.75,198.11,57.16,101.35,56.69,60.71,63.03,91.37,54.9,110.48,168.04,127.36,141.57,33.03,19.52,59.51,41.66,127.62,31.58,146.34,81.76,223.26,208.05,141.43,108.31,69.53,97.73,87.4,204.44,93.32,142.07,124.96
2019-02-20,278.41,280.09,143.32,256.01,172.25,40.75,64.04,60.03,41.46,107.37,192.51,51.33,157.39,81.18,108.06,146.99,123.63,151.4,79.97,116.19,26.64,84.54,108.66,42.66,126.48,154.93,78.92,159.16,111.14,49.8,166.98,259.5,69.72,85.65,190.27,78.9,350.79,155.06,84.94,92.52,53.66,66.6,98.16,57.2,54.64,53.18,36.19,31.07,99.15,104.38,110.73,63.71,113.23,66.65,85.5,110.48,132.91,108.17,83.73,128.03,67.3,76.02,82.36,72.55,105.24,54.97,87.36,51.56,50.76,198.74,57.42,101.38,56.89,62.03,63.88,93.16,54.86,110.94,168.32,127.57,141.48,33.05,19.68,59.62,41.95,128.44,31.76,145.52,81.72,224.36,209.11,142.16,107.44,68.64,97.04,86.67,202.72,93.71,142.76,125.53
2019-02-21,277.42,279.21,142.83,255.08,171.62,40.65,63.91,59.87,41.37,107.13,191.91,51.18,156.79,80.8,107.77,146.41,123.25,150.73,79.81,115.86,26.5,84.62,108.38,42.57,125.05,154.37,78.88,158.53,110.95,49.66,166.57,258.53,69.75,85.41,190.23,78.9,349.61,154.53,84.82,91.71,53.47,65.57,97.99,57.23,54.56,52.94,36.14,30.97,99.13,103.98,110.51,63.5,112.66,66.41,85.42,110.51,132.58,108.1,83.7,127.61,67.05,75.71,82.22,72.28,105.13,54.96,87.06,51.4,50.76,197.88,57.3,101.4,56.7,61.75,63.39,92.8,54.66,110.71,167.89,127.9,141.86,32.28,19.36,58.23,41.72,127.69,31.67,142.61,81.28,223.48,207.41,141.62,107.72,68.71,97.28,86.26,202.99,94.42,143.76,126.43
2019-02-22,279.14,280.82,143.77,256.61,172.89,40.8,64.12,60.1,41.84,107.4,193.37,51.75,158.15,81.17,108.23,147.77,123.72,151.98,79.99,116.38,26.46,85.12,109.05,43.04,125.5,155.85,78.98,159.52,111.24,49.93,168.05,260.17,70.64,85.83,192.77,78.99,352.26,155.55,85.13,92.55,53.84,65.76,98.56,57.54,54.68,53.13,36.22,31.11,99.63,104.53,111.11,63.91,113.05,66.84,85.59,110.51,133.45,108.77,83.76,128.39,67.51,76.21,82.45,72.74,105.25,55.03,87.45,51.72,50.78,200.12,57.59,101.41,56.94,61.85,63.92,93.24,55.3,111.41,168.98,126.6,141.39,32.53,19.45,58.52,41.88,127.96,31.74,144.92,82.16,224.65,209.45,142.54,108.41,68.99,97.95,87.99,206.16,94.91,144.7,127.28
2019-02-25,279.52,281.26,143.98,256.99,173.52,40.93,64.31,60.27,42.4,107.37,193.4,52.27,158.19,80.99,108.4,148.01,123.92,152.23,79.96,116.34,26.57,84.45,109.04,43.52,125.37,155.89,78.95,159.54,111.16,50.14,168.19,260.89,70.98,86.01,193.67,78.96,352.23,155.74,85.11,92.68,53.86,65.87,98.31,57.38,54.99,53.24,36.24,31.2,99.48,104.55,110.74,63.99,113.27,66.94,85.66,110.51,133.11,108.59,83.75,128.58,67.61,76.51,82.42,72.93,105.24,55.0,87.32,51.95,50.78,200.74,57.89,101.42,57.22,62.17,64.04,93.91,55.27,111.74,168.62,125.59,140.61,32.45,19.45,58.48,41.92,128.35,31.73,148.48,81.88,226.06,209.44,142.98,107.6,68.43,97.26,88.0,206.73,94.28,143.77,126.42
2019-02-26,279.32,281.05,143.71,256.8,173.7,41.1,64.62,60.59,42.27,107.49,191.74,52.13,157.1,80.21,108.23,147.98,123.68,152.17,80.07,116.52,26.49,84.19,108.77,43.37,125.58,154.79,79.04,159.04,111.32,50.3,168.25,260.54,71.13,85.86,193.98,79.06,349.26,155.54,85.26,92.35,53.66,65.66,98.11,57.35,55.18,53.64,36.15,31.3,99.13,104.27,110.89,63.89,113.02,66.88,85.77,110.51,132.11,108.91,83.79,128.5,67.49,76.3,82.58,73.01,105.33,55.01,86.93,52.13,50.79,199.25,58.08,101.44,57.57,61.76,64.26,93.26,55.23,111.9,168.71,125.87,140.66,32.48,19.24,58.04,41.82,128.13,31.6,147.81,81.23,224.22,208.04,142.42,107.46,68.52,97.01,87.9,207.22,94.15,143.46,126.12
2019-02-27,279.2,280.91,143.76,256.67,173.59,40.97,64.36,60.36,41.94,107.26,191.97,51.71,157.32,80.33,108.13,147.94,123.64,152.37,79.91,116.19,26.59,83.77,108.87,43.0,124.69,155.23,79.0,159.44,111.06,50.08,168.45,259.87,71.06,85.96,193.98,79.03,349.64,155.6,85.16,91.92,53.76,65.91,98.29,57.34,54.89,53.42,36.2,31.22,99.37,104.3,110.81,63.92,112.81,66.88,85.8,110.54,132.3,108.94,83.77,128.47,67.5,76.6,82.41,72.92,105.18,54.9,87.01,51.88,50.82,200.08,57.78,101.46,57.3,61.61,63.97,93.18,54.98,111.65,169.01,126.27,140.52,32.27,19.14,58.13,42.0,128.74,31.62,151.28,81.13,225.45,208.55,142.87,106.92,68.38,96.56,88.03,208.12,94.34,143.81,126.36
